	date	county	state	GeoArea_FIPS	cases	deaths
44847	2020-04-09	Alamance	North Carolina	37001	29	0
44848	2020-04-09	Alexander	North Carolina	37003	2	0
44849	2020-04-09	Alleghany	North Carolina	37005	2	0
44850	2020-04-09	Anson	North Carolina	37007	9	0
44851	2020-04-09	Ashe	North Carolina	37009	2	0
44852	2020-04-09	Beaufort	North Carolina	37013	10	0
44853	2020-04-09	Bertie	North Carolina	37015	11	1
44854	2020-04-09	Bladen	North Carolina	37017	1	0
44855	2020-04-09	Brunswick	North Carolina	37019	28	1
44856	2020-04-09	Buncombe	North Carolina	37021	34	1
44857	2020-04-09	Burke	North Carolina	37023	42	2
44858	2020-04-09	Cabarrus	North Carolina	37025	86	2
44859	2020-04-09	Caldwell	North Carolina	37027	11	0
44860	2020-04-09	Carteret	North Carolina	37031	19	1
44861	2020-04-09	Caswell	North Carolina	37033	2	0
44862	2020-04-09	Catawba	North Carolina	37035	27	1
44863	2020-04-09	Chatham	North Carolina	37037	26	0
44864	2020-04-09	Cherokee	North Carolina	37039	9	1
44865	2020-04-09	Chowan	North Carolina	37041	1	0
44866	2020-04-09	Clay	North Carolina	37043	4	0
44867	2020-04-09	Cleveland	North Carolina	37045	27	0
44868	2020-04-09	Columbus	North Carolina	37047	16	1
44869	2020-04-09	Craven	North Carolina	37049	19	1
44870	2020-04-09	Cumberland	North Carolina	37051	72	1
44871	2020-04-09	Currituck	North Carolina	37053	3	0
44872	2020-04-09	Dare	North Carolina	37055	7	1
44873	2020-04-09	Davidson	North Carolina	37057	78	2
44874	2020-04-09	Davie	North Carolina	37059	20	2
44875	2020-04-09	Duplin	North Carolina	37061	11	0
44876	2020-04-09	Durham	North Carolina	37063	243	1
44877	2020-04-09	Edgecombe	North Carolina	37065	15	1
44878	2020-04-09	Forsyth	North Carolina	37067	105	2
44879	2020-04-09	Franklin	North Carolina	37069	23	1
44880	2020-04-09	Gaston	North Carolina	37071	64	3
44881	2020-04-09	Gates	North Carolina	37073	4	0
44882	2020-04-09	Granville	North Carolina	37077	83	0
44883	2020-04-09	Greene	North Carolina	37079	9	0
44884	2020-04-09	Guilford	North Carolina	37081	125	8
44885	2020-04-09	Halifax	North Carolina	37083	15	0
44886	2020-04-09	Harnett	North Carolina	37085	34	2
44887	2020-04-09	Haywood	North Carolina	37087	3	0
44888	2020-04-09	Henderson	North Carolina	37089	55	2
44889	2020-04-09	Hertford	North Carolina	37091	4	1
44890	2020-04-09	Hoke	North Carolina	37093	15	0
44891	2020-04-09	Iredell	North Carolina	37097	60	1
44892	2020-04-09	Johnston	North Carolina	37101	57	5
44893	2020-04-09	Jones	North Carolina	37103	3	0
44894	2020-04-09	Lee	North Carolina	37105	4	0
44895	2020-04-09	Lenoir	North Carolina	37107	12	0
44896	2020-04-09	Lincoln	North Carolina	37109	12	0
44897	2020-04-09	Macon	North Carolina	37113	2	1
44898	2020-04-09	Martin	North Carolina	37117	4	0
44899	2020-04-09	McDowell	North Carolina	37111	13	0
44900	2020-04-09	Mecklenburg	North Carolina	37119	861	10
44901	2020-04-09	Mitchell	North Carolina	37121	3	0
44902	2020-04-09	Montgomery	North Carolina	37123	12	1
44903	2020-04-09	Moore	North Carolina	37125	57	0
44904	2020-04-09	Nash	North Carolina	37127	27	1
44905	2020-04-09	New Hanover	North Carolina	37129	49	0
44906	2020-04-09	Northampton	North Carolina	37131	54	0
44907	2020-04-09	Onslow	North Carolina	37133	24	1
44908	2020-04-09	Orange	North Carolina	37135	98	1
44909	2020-04-09	Pamlico	North Carolina	37137	3	0
44910	2020-04-09	Pasquotank	North Carolina	37139	10	0
44911	2020-04-09	Pender	North Carolina	37141	3	0
44912	2020-04-09	Perquimans	North Carolina	37143	2	0
44913	2020-04-09	Person	North Carolina	37145	8	0
44914	2020-04-09	Pitt	North Carolina	37147	57	0
44915	2020-04-09	Polk	North Carolina	37149	8	0
44916	2020-04-09	Randolph	North Carolina	37151	42	2
44917	2020-04-09	Richmond	North Carolina	37153	2	0
44918	2020-04-09	Robeson	North Carolina	37155	7	0
44919	2020-04-09	Rockingham	North Carolina	37157	9	2
44920	2020-04-09	Rowan	North Carolina	37159	71	2
44921	2020-04-09	Rutherford	North Carolina	37161	28	1
44922	2020-04-09	Sampson	North Carolina	37163	8	0
44923	2020-04-09	Scotland	North Carolina	37165	4	0
44924	2020-04-09	Stanly	North Carolina	37167	8	1
44925	2020-04-09	Stokes	North Carolina	37169	8	0
44926	2020-04-09	Surry	North Carolina	37171	10	0
44927	2020-04-09	Transylvania	North Carolina	37175	6	0
44928	2020-04-09	Union	North Carolina	37179	93	1
44929	2020-04-09	Vance	North Carolina	37181	16	0
44930	2020-04-09	Wake	North Carolina	37183	371	0
44931	2020-04-09	Warren	North Carolina	37185	3	0
44932	2020-04-09	Washington	North Carolina	37187	10	1
44933	2020-04-09	Watauga	North Carolina	37189	8	0
44934	2020-04-09	Wayne	North Carolina	37191	44	0
44935	2020-04-09	Wilkes	North Carolina	37193	4	1
44936	2020-04-09	Wilson	North Carolina	37195	42	3
44937	2020-04-09	Yadkin	North Carolina	37197	9	0
47461	2020-04-10	Alamance	North Carolina	37001	33	0
47462	2020-04-10	Alexander	North Carolina	37003	2	0
47463	2020-04-10	Alleghany	North Carolina	37005	2	0
47464	2020-04-10	Anson	North Carolina	37007	9	0
47465	2020-04-10	Ashe	North Carolina	37009	3	0
47466	2020-04-10	Beaufort	North Carolina	37013	12	0
47467	2020-04-10	Bertie	North Carolina	37015	12	1
47468	2020-04-10	Bladen	North Carolina	37017	1	0
47469	2020-04-10	Brunswick	North Carolina	37019	30	2
47470	2020-04-10	Buncombe	North Carolina	37021	36	2
47471	2020-04-10	Burke	North Carolina	37023	44	2
47472	2020-04-10	Cabarrus	North Carolina	37025	94	2
47473	2020-04-10	Caldwell	North Carolina	37027	14	0
47474	2020-04-10	Carteret	North Carolina	37031	20	1
47475	2020-04-10	Caswell	North Carolina	37033	3	0
47476	2020-04-10	Catawba	North Carolina	37035	29	1
47477	2020-04-10	Chatham	North Carolina	37037	26	0
47478	2020-04-10	Cherokee	North Carolina	37039	10	1
47479	2020-04-10	Chowan	North Carolina	37041	2	0
47480	2020-04-10	Clay	North Carolina	37043	3	0
47481	2020-04-10	Cleveland	North Carolina	37045	32	0
47482	2020-04-10	Columbus	North Carolina	37047	20	1
47483	2020-04-10	Craven	North Carolina	37049	22	1
47484	2020-04-10	Cumberland	North Carolina	37051	75	1
47485	2020-04-10	Currituck	North Carolina	37053	3	0
47486	2020-04-10	Dare	North Carolina	37055	8	1
47487	2020-04-10	Davidson	North Carolina	37057	81	2
47488	2020-04-10	Davie	North Carolina	37059	21	2
47489	2020-04-10	Duplin	North Carolina	37061	12	0
47490	2020-04-10	Durham	North Carolina	37063	259	1
47491	2020-04-10	Edgecombe	North Carolina	37065	18	1
47492	2020-04-10	Forsyth	North Carolina	37067	111	3
47493	2020-04-10	Franklin	North Carolina	37069	26	1
47494	2020-04-10	Gaston	North Carolina	37071	73	3
47495	2020-04-10	Gates	North Carolina	37073	4	0
47496	2020-04-10	Granville	North Carolina	37077	87	0
47497	2020-04-10	Greene	North Carolina	37079	9	0
47498	2020-04-10	Guilford	North Carolina	37081	127	9
47499	2020-04-10	Halifax	North Carolina	37083	17	0
47500	2020-04-10	Harnett	North Carolina	37085	35	2
47501	2020-04-10	Haywood	North Carolina	37087	3	0
47502	2020-04-10	Henderson	North Carolina	37089	55	2
47503	2020-04-10	Hertford	North Carolina	37091	4	1
47504	2020-04-10	Hoke	North Carolina	37093	16	0
47505	2020-04-10	Iredell	North Carolina	37097	63	1
47506	2020-04-10	Johnston	North Carolina	37101	80	4
47507	2020-04-10	Jones	North Carolina	37103	3	0
47508	2020-04-10	Lee	North Carolina	37105	4	0
47509	2020-04-10	Lenoir	North Carolina	37107	13	0
47510	2020-04-10	Lincoln	North Carolina	37109	13	0
47511	2020-04-10	Macon	North Carolina	37113	2	1
47512	2020-04-10	Martin	North Carolina	37117	5	0
47513	2020-04-10	McDowell	North Carolina	37111	16	0
47514	2020-04-10	Mecklenburg	North Carolina	37119	906	10
47515	2020-04-10	Mitchell	North Carolina	37121	3	0
47516	2020-04-10	Montgomery	North Carolina	37123	12	1
47517	2020-04-10	Moore	North Carolina	37125	57	0
47518	2020-04-10	Nash	North Carolina	37127	29	1
47519	2020-04-10	New Hanover	North Carolina	37129	50	0
47520	2020-04-10	Northampton	North Carolina	37131	55	0
47521	2020-04-10	Onslow	North Carolina	37133	26	1
47522	2020-04-10	Orange	North Carolina	37135	104	1
47523	2020-04-10	Pamlico	North Carolina	37137	3	0
47524	2020-04-10	Pasquotank	North Carolina	37139	11	0
47525	2020-04-10	Pender	North Carolina	37141	4	0
47526	2020-04-10	Perquimans	North Carolina	37143	3	0
47527	2020-04-10	Person	North Carolina	37145	8	0
47528	2020-04-10	Pitt	North Carolina	37147	60	1
47529	2020-04-10	Polk	North Carolina	37149	8	0
47530	2020-04-10	Randolph	North Carolina	37151	46	2
47531	2020-04-10	Richmond	North Carolina	37153	4	0
47532	2020-04-10	Robeson	North Carolina	37155	7	0
47533	2020-04-10	Rockingham	North Carolina	37157	10	2
47534	2020-04-10	Rowan	North Carolina	37159	75	2
47535	2020-04-10	Rutherford	North Carolina	37161	31	1
47536	2020-04-10	Sampson	North Carolina	37163	10	0
47537	2020-04-10	Scotland	North Carolina	37165	4	0
47538	2020-04-10	Stanly	North Carolina	37167	11	1
47539	2020-04-10	Stokes	North Carolina	37169	8	0
47540	2020-04-10	Surry	North Carolina	37171	10	0
47541	2020-04-10	Transylvania	North Carolina	37175	6	0
47542	2020-04-10	Union	North Carolina	37179	100	1
47543	2020-04-10	Vance	North Carolina	37181	19	0
47544	2020-04-10	Wake	North Carolina	37183	391	0
47545	2020-04-10	Warren	North Carolina	37185	3	0
47546	2020-04-10	Washington	North Carolina	37187	13	1
47547	2020-04-10	Watauga	North Carolina	37189	7	0
47548	2020-04-10	Wayne	North Carolina	37191	52	0
47549	2020-04-10	Wilkes	North Carolina	37193	4	1
47550	2020-04-10	Wilson	North Carolina	37195	44	3
47551	2020-04-10	Yadkin	North Carolina	37197	10	0
50115	2020-04-11	Alamance	North Carolina	37001	34	0
50116	2020-04-11	Alexander	North Carolina	37003	2	0
50117	2020-04-11	Alleghany	North Carolina	37005	2	0
50118	2020-04-11	Anson	North Carolina	37007	10	0
50119	2020-04-11	Ashe	North Carolina	37009	4	0
50120	2020-04-11	Beaufort	North Carolina	37013	13	0
50121	2020-04-11	Bertie	North Carolina	37015	12	1
50122	2020-04-11	Bladen	North Carolina	37017	1	0
50123	2020-04-11	Brunswick	North Carolina	37019	34	2
50124	2020-04-11	Buncombe	North Carolina	37021	36	2
50125	2020-04-11	Burke	North Carolina	37023	61	2
50126	2020-04-11	Cabarrus	North Carolina	37025	107	2
50127	2020-04-11	Caldwell	North Carolina	37027	15	0
50128	2020-04-11	Carteret	North Carolina	37031	21	1
50129	2020-04-11	Caswell	North Carolina	37033	3	0
50130	2020-04-11	Catawba	North Carolina	37035	33	1
50131	2020-04-11	Chatham	North Carolina	37037	37	0
50132	2020-04-11	Cherokee	North Carolina	37039	10	1
50133	2020-04-11	Chowan	North Carolina	37041	3	0
50134	2020-04-11	Clay	North Carolina	37043	3	0
50135	2020-04-11	Cleveland	North Carolina	37045	35	0
50136	2020-04-11	Columbus	North Carolina	37047	31	1
50137	2020-04-11	Craven	North Carolina	37049	24	1
50138	2020-04-11	Cumberland	North Carolina	37051	82	1
50139	2020-04-11	Currituck	North Carolina	37053	3	0
50140	2020-04-11	Dare	North Carolina	37055	10	1
50141	2020-04-11	Davidson	North Carolina	37057	85	2
50142	2020-04-11	Davie	North Carolina	37059	21	2
50143	2020-04-11	Duplin	North Carolina	37061	15	0
50144	2020-04-11	Durham	North Carolina	37063	275	1
50145	2020-04-11	Edgecombe	North Carolina	37065	22	1
50146	2020-04-11	Forsyth	North Carolina	37067	112	4
50147	2020-04-11	Franklin	North Carolina	37069	27	1
50148	2020-04-11	Gaston	North Carolina	37071	80	3
50149	2020-04-11	Gates	North Carolina	37073	4	0
50150	2020-04-11	Granville	North Carolina	37077	88	0
50151	2020-04-11	Greene	North Carolina	37079	10	0
50152	2020-04-11	Guilford	North Carolina	37081	134	9
50153	2020-04-11	Halifax	North Carolina	37083	21	0
50154	2020-04-11	Harnett	North Carolina	37085	38	2
50155	2020-04-11	Haywood	North Carolina	37087	3	0
50156	2020-04-11	Henderson	North Carolina	37089	68	2
50157	2020-04-11	Hertford	North Carolina	37091	4	1
50158	2020-04-11	Hoke	North Carolina	37093	18	0
50159	2020-04-11	Iredell	North Carolina	37097	71	1
50160	2020-04-11	Johnston	North Carolina	37101	92	4
50161	2020-04-11	Jones	North Carolina	37103	6	1
50162	2020-04-11	Lee	North Carolina	37105	8	0
50163	2020-04-11	Lenoir	North Carolina	37107	14	0
50164	2020-04-11	Lincoln	North Carolina	37109	15	0
50165	2020-04-11	Macon	North Carolina	37113	2	1
50166	2020-04-11	Martin	North Carolina	37117	5	0
50167	2020-04-11	McDowell	North Carolina	37111	16	0
50168	2020-04-11	Mecklenburg	North Carolina	37119	935	12
50169	2020-04-11	Mitchell	North Carolina	37121	4	0
50170	2020-04-11	Montgomery	North Carolina	37123	12	1
50171	2020-04-11	Moore	North Carolina	37125	65	0
50172	2020-04-11	Nash	North Carolina	37127	32	1
50173	2020-04-11	New Hanover	North Carolina	37129	54	0
50174	2020-04-11	Northampton	North Carolina	37131	60	0
50175	2020-04-11	Onslow	North Carolina	37133	28	1
50176	2020-04-11	Orange	North Carolina	37135	141	2
50177	2020-04-11	Pamlico	North Carolina	37137	5	0
50178	2020-04-11	Pasquotank	North Carolina	37139	15	0
50179	2020-04-11	Pender	North Carolina	37141	5	0
50180	2020-04-11	Perquimans	North Carolina	37143	4	0
50181	2020-04-11	Person	North Carolina	37145	8	0
50182	2020-04-11	Pitt	North Carolina	37147	62	1
50183	2020-04-11	Polk	North Carolina	37149	9	0
50184	2020-04-11	Randolph	North Carolina	37151	51	2
50185	2020-04-11	Richmond	North Carolina	37153	7	1
50186	2020-04-11	Robeson	North Carolina	37155	7	0
50187	2020-04-11	Rockingham	North Carolina	37157	14	2
50188	2020-04-11	Rowan	North Carolina	37159	105	2
50189	2020-04-11	Rutherford	North Carolina	37161	37	2
50190	2020-04-11	Sampson	North Carolina	37163	11	0
50191	2020-04-11	Scotland	North Carolina	37165	9	0
50192	2020-04-11	Stanly	North Carolina	37167	14	1
50193	2020-04-11	Stokes	North Carolina	37169	9	0
50194	2020-04-11	Surry	North Carolina	37171	10	0
50195	2020-04-11	Transylvania	North Carolina	37175	6	0
50196	2020-04-11	Union	North Carolina	37179	101	1
50197	2020-04-11	Vance	North Carolina	37181	19	0
50198	2020-04-11	Wake	North Carolina	37183	424	0
50199	2020-04-11	Warren	North Carolina	37185	3	0
50200	2020-04-11	Washington	North Carolina	37187	15	1
50201	2020-04-11	Watauga	North Carolina	37189	8	0
50202	2020-04-11	Wayne	North Carolina	37191	69	1
50203	2020-04-11	Wilkes	North Carolina	37193	4	1
50204	2020-04-11	Wilson	North Carolina	37195	58	3
50205	2020-04-11	Yadkin	North Carolina	37197	10	0
52788	2020-04-12	Alamance	North Carolina	37001	36	0
52789	2020-04-12	Alexander	North Carolina	37003	2	0
52790	2020-04-12	Alleghany	North Carolina	37005	2	0
52791	2020-04-12	Anson	North Carolina	37007	10	0
52792	2020-04-12	Ashe	North Carolina	37009	4	0
52793	2020-04-12	Beaufort	North Carolina	37013	13	0
52794	2020-04-12	Bertie	North Carolina	37015	12	1
52795	2020-04-12	Bladen	North Carolina	37017	2	0
52796	2020-04-12	Brunswick	North Carolina	37019	33	2
52797	2020-04-12	Buncombe	North Carolina	37021	36	2
52798	2020-04-12	Burke	North Carolina	37023	60	3
52799	2020-04-12	Cabarrus	North Carolina	37025	117	1
52800	2020-04-12	Caldwell	North Carolina	37027	17	0
52801	2020-04-12	Carteret	North Carolina	37031	21	1
52802	2020-04-12	Caswell	North Carolina	37033	3	0
52803	2020-04-12	Catawba	North Carolina	37035	32	1
52804	2020-04-12	Chatham	North Carolina	37037	63	0
52805	2020-04-12	Cherokee	North Carolina	37039	10	1
52806	2020-04-12	Chowan	North Carolina	37041	3	0
52807	2020-04-12	Clay	North Carolina	37043	3	0
52808	2020-04-12	Cleveland	North Carolina	37045	38	0
52809	2020-04-12	Columbus	North Carolina	37047	31	1
52810	2020-04-12	Craven	North Carolina	37049	25	1
52811	2020-04-12	Cumberland	North Carolina	37051	84	1
52812	2020-04-12	Currituck	North Carolina	37053	3	0
52813	2020-04-12	Dare	North Carolina	37055	11	1
52814	2020-04-12	Davidson	North Carolina	37057	85	2
52815	2020-04-12	Davie	North Carolina	37059	21	2
52816	2020-04-12	Duplin	North Carolina	37061	15	0
52817	2020-04-12	Durham	North Carolina	37063	278	1
52818	2020-04-12	Edgecombe	North Carolina	37065	23	1
52819	2020-04-12	Forsyth	North Carolina	37067	114	4
52820	2020-04-12	Franklin	North Carolina	37069	64	0
52821	2020-04-12	Gaston	North Carolina	37071	81	3
52822	2020-04-12	Gates	North Carolina	37073	4	0
52823	2020-04-12	Granville	North Carolina	37077	89	0
52824	2020-04-12	Greene	North Carolina	37079	10	0
52825	2020-04-12	Guilford	North Carolina	37081	135	9
52826	2020-04-12	Halifax	North Carolina	37083	20	0
52827	2020-04-12	Harnett	North Carolina	37085	41	2
52828	2020-04-12	Haywood	North Carolina	37087	3	0
52829	2020-04-12	Henderson	North Carolina	37089	76	2
52830	2020-04-12	Hertford	North Carolina	37091	4	1
52831	2020-04-12	Hoke	North Carolina	37093	18	0
52832	2020-04-12	Iredell	North Carolina	37097	70	1
52833	2020-04-12	Johnston	North Carolina	37101	97	4
52834	2020-04-12	Jones	North Carolina	37103	7	1
52835	2020-04-12	Lee	North Carolina	37105	15	0
52836	2020-04-12	Lenoir	North Carolina	37107	14	0
52837	2020-04-12	Lincoln	North Carolina	37109	15	0
52838	2020-04-12	Macon	North Carolina	37113	2	1
52839	2020-04-12	Martin	North Carolina	37117	6	0
52840	2020-04-12	McDowell	North Carolina	37111	16	0
52841	2020-04-12	Mecklenburg	North Carolina	37119	954	12
52842	2020-04-12	Mitchell	North Carolina	37121	4	0
52843	2020-04-12	Montgomery	North Carolina	37123	12	1
52844	2020-04-12	Moore	North Carolina	37125	66	0
52845	2020-04-12	Nash	North Carolina	37127	32	1
52846	2020-04-12	New Hanover	North Carolina	37129	54	1
52847	2020-04-12	Northampton	North Carolina	37131	61	0
52848	2020-04-12	Onslow	North Carolina	37133	29	1
52849	2020-04-12	Orange	North Carolina	37135	150	2
52850	2020-04-12	Pamlico	North Carolina	37137	6	0
52851	2020-04-12	Pasquotank	North Carolina	37139	15	0
52852	2020-04-12	Pender	North Carolina	37141	5	0
52853	2020-04-12	Perquimans	North Carolina	37143	4	0
52854	2020-04-12	Person	North Carolina	37145	8	0
52855	2020-04-12	Pitt	North Carolina	37147	63	1
52856	2020-04-12	Polk	North Carolina	37149	9	0
52857	2020-04-12	Randolph	North Carolina	37151	50	2
52858	2020-04-12	Richmond	North Carolina	37153	10	1
52859	2020-04-12	Robeson	North Carolina	37155	8	0
52860	2020-04-12	Rockingham	North Carolina	37157	14	2
52861	2020-04-12	Rowan	North Carolina	37159	111	2
52862	2020-04-12	Rutherford	North Carolina	37161	37	2
52863	2020-04-12	Sampson	North Carolina	37163	11	0
52864	2020-04-12	Scotland	North Carolina	37165	9	0
52865	2020-04-12	Stanly	North Carolina	37167	16	1
52866	2020-04-12	Stokes	North Carolina	37169	9	0
52867	2020-04-12	Surry	North Carolina	37171	10	0
52868	2020-04-12	Transylvania	North Carolina	37175	6	0
52869	2020-04-12	Union	North Carolina	37179	101	1
52870	2020-04-12	Vance	North Carolina	37181	19	0
52871	2020-04-12	Wake	North Carolina	37183	470	0
52872	2020-04-12	Warren	North Carolina	37185	3	0
52873	2020-04-12	Washington	North Carolina	37187	15	1
52874	2020-04-12	Watauga	North Carolina	37189	8	0
52875	2020-04-12	Wayne	North Carolina	37191	69	1
52876	2020-04-12	Wilkes	North Carolina	37193	4	1
52877	2020-04-12	Wilson	North Carolina	37195	64	3
52878	2020-04-12	Yadkin	North Carolina	37197	10	0
55472	2020-04-13	Alamance	North Carolina	37001	41	0
55473	2020-04-13	Alexander	North Carolina	37003	2	0
55474	2020-04-13	Alleghany	North Carolina	37005	2	0
55475	2020-04-13	Anson	North Carolina	37007	10	0
55476	2020-04-13	Ashe	North Carolina	37009	4	0
55477	2020-04-13	Beaufort	North Carolina	37013	14	0
55478	2020-04-13	Bertie	North Carolina	37015	12	1
55479	2020-04-13	Bladen	North Carolina	37017	1	0
55480	2020-04-13	Brunswick	North Carolina	37019	35	2
55481	2020-04-13	Buncombe	North Carolina	37021	36	3
55482	2020-04-13	Burke	North Carolina	37023	61	3
55483	2020-04-13	Cabarrus	North Carolina	37025	165	1
55484	2020-04-13	Caldwell	North Carolina	37027	19	0
55485	2020-04-13	Carteret	North Carolina	37031	22	1
55486	2020-04-13	Caswell	North Carolina	37033	3	0
55487	2020-04-13	Catawba	North Carolina	37035	33	1
55488	2020-04-13	Chatham	North Carolina	37037	69	0
55489	2020-04-13	Cherokee	North Carolina	37039	10	1
55490	2020-04-13	Chowan	North Carolina	37041	3	0
55491	2020-04-13	Clay	North Carolina	37043	3	0
55492	2020-04-13	Cleveland	North Carolina	37045	39	0
55493	2020-04-13	Columbus	North Carolina	37047	37	1
55494	2020-04-13	Craven	North Carolina	37049	27	1
55495	2020-04-13	Cumberland	North Carolina	37051	84	2
55496	2020-04-13	Currituck	North Carolina	37053	3	0
55497	2020-04-13	Dare	North Carolina	37055	12	1
55498	2020-04-13	Davidson	North Carolina	37057	84	2
55499	2020-04-13	Davie	North Carolina	37059	21	2
55500	2020-04-13	Duplin	North Carolina	37061	15	0
55501	2020-04-13	Durham	North Carolina	37063	287	1
55502	2020-04-13	Edgecombe	North Carolina	37065	26	1
55503	2020-04-13	Forsyth	North Carolina	37067	117	4
55504	2020-04-13	Franklin	North Carolina	37069	67	0
55505	2020-04-13	Gaston	North Carolina	37071	80	3
55506	2020-04-13	Gates	North Carolina	37073	4	0
55507	2020-04-13	Granville	North Carolina	37077	92	0
55508	2020-04-13	Greene	North Carolina	37079	10	0
55509	2020-04-13	Guilford	North Carolina	37081	138	10
55510	2020-04-13	Halifax	North Carolina	37083	20	0
55511	2020-04-13	Harnett	North Carolina	37085	45	2
55512	2020-04-13	Haywood	North Carolina	37087	3	0
55513	2020-04-13	Henderson	North Carolina	37089	97	2
55514	2020-04-13	Hertford	North Carolina	37091	4	1
55515	2020-04-13	Hoke	North Carolina	37093	18	0
55516	2020-04-13	Iredell	North Carolina	37097	70	1
55517	2020-04-13	Jackson	North Carolina	37099	2	0
55518	2020-04-13	Johnston	North Carolina	37101	97	4
55519	2020-04-13	Jones	North Carolina	37103	7	1
55520	2020-04-13	Lee	North Carolina	37105	12	0
55521	2020-04-13	Lenoir	North Carolina	37107	15	0
55522	2020-04-13	Lincoln	North Carolina	37109	15	0
55523	2020-04-13	Macon	North Carolina	37113	2	1
55524	2020-04-13	Martin	North Carolina	37117	6	0
55525	2020-04-13	McDowell	North Carolina	37111	16	0
55526	2020-04-13	Mecklenburg	North Carolina	37119	970	12
55527	2020-04-13	Mitchell	North Carolina	37121	4	0
55528	2020-04-13	Montgomery	North Carolina	37123	12	1
55529	2020-04-13	Moore	North Carolina	37125	66	0
55530	2020-04-13	Nash	North Carolina	37127	36	1
55531	2020-04-13	New Hanover	North Carolina	37129	54	1
55532	2020-04-13	Northampton	North Carolina	37131	61	0
55533	2020-04-13	Onslow	North Carolina	37133	29	1
55534	2020-04-13	Orange	North Carolina	37135	151	2
55535	2020-04-13	Pamlico	North Carolina	37137	6	0
55536	2020-04-13	Pasquotank	North Carolina	37139	15	0
55537	2020-04-13	Pender	North Carolina	37141	5	0
55538	2020-04-13	Perquimans	North Carolina	37143	4	0
55539	2020-04-13	Person	North Carolina	37145	8	0
55540	2020-04-13	Pitt	North Carolina	37147	65	1
55541	2020-04-13	Polk	North Carolina	37149	9	0
55542	2020-04-13	Randolph	North Carolina	37151	53	2
55543	2020-04-13	Richmond	North Carolina	37153	10	1
55544	2020-04-13	Robeson	North Carolina	37155	8	0
55545	2020-04-13	Rockingham	North Carolina	37157	14	2
55546	2020-04-13	Rowan	North Carolina	37159	204	3
55547	2020-04-13	Rutherford	North Carolina	37161	40	2
55548	2020-04-13	Sampson	North Carolina	37163	13	0
55549	2020-04-13	Scotland	North Carolina	37165	9	0
55550	2020-04-13	Stanly	North Carolina	37167	17	1
55551	2020-04-13	Stokes	North Carolina	37169	9	0
55552	2020-04-13	Surry	North Carolina	37171	10	0
55553	2020-04-13	Transylvania	North Carolina	37175	6	0
55554	2020-04-13	Union	North Carolina	37179	104	1
55555	2020-04-13	Vance	North Carolina	37181	19	0
55556	2020-04-13	Wake	North Carolina	37183	476	0
55557	2020-04-13	Warren	North Carolina	37185	3	0
55558	2020-04-13	Washington	North Carolina	37187	17	2
55559	2020-04-13	Watauga	North Carolina	37189	8	0
55560	2020-04-13	Wayne	North Carolina	37191	72	1
55561	2020-04-13	Wilkes	North Carolina	37193	4	1
55562	2020-04-13	Wilson	North Carolina	37195	70	3
55563	2020-04-13	Yadkin	North Carolina	37197	10	0
58172	2020-04-14	Alamance	North Carolina	37001	41	0
58173	2020-04-14	Alexander	North Carolina	37003	3	0
58174	2020-04-14	Alleghany	North Carolina	37005	2	0
58175	2020-04-14	Anson	North Carolina	37007	11	0
58176	2020-04-14	Ashe	North Carolina	37009	4	0
58177	2020-04-14	Beaufort	North Carolina	37013	13	0
58178	2020-04-14	Bertie	North Carolina	37015	15	1
58179	2020-04-14	Bladen	North Carolina	37017	1	0
58180	2020-04-14	Brunswick	North Carolina	37019	35	2
58181	2020-04-14	Buncombe	North Carolina	37021	37	3
58182	2020-04-14	Burke	North Carolina	37023	59	3
58183	2020-04-14	Cabarrus	North Carolina	37025	190	3
58184	2020-04-14	Caldwell	North Carolina	37027	19	0
58185	2020-04-14	Carteret	North Carolina	37031	22	1
58186	2020-04-14	Caswell	North Carolina	37033	3	0
58187	2020-04-14	Catawba	North Carolina	37035	35	1
58188	2020-04-14	Chatham	North Carolina	37037	75	0
58189	2020-04-14	Cherokee	North Carolina	37039	12	1
58190	2020-04-14	Chowan	North Carolina	37041	4	0
58191	2020-04-14	Clay	North Carolina	37043	3	0
58192	2020-04-14	Cleveland	North Carolina	37045	39	0
58193	2020-04-14	Columbus	North Carolina	37047	37	1
58194	2020-04-14	Craven	North Carolina	37049	29	1
58195	2020-04-14	Cumberland	North Carolina	37051	86	2
58196	2020-04-14	Currituck	North Carolina	37053	3	0
58197	2020-04-14	Dare	North Carolina	37055	12	1
58198	2020-04-14	Davidson	North Carolina	37057	86	2
58199	2020-04-14	Davie	North Carolina	37059	22	2
58200	2020-04-14	Duplin	North Carolina	37061	19	0
58201	2020-04-14	Durham	North Carolina	37063	297	2
58202	2020-04-14	Edgecombe	North Carolina	37065	31	1
58203	2020-04-14	Forsyth	North Carolina	37067	121	4
58204	2020-04-14	Franklin	North Carolina	37069	66	2
58205	2020-04-14	Gaston	North Carolina	37071	86	3
58206	2020-04-14	Gates	North Carolina	37073	4	0
58207	2020-04-14	Granville	North Carolina	37077	97	4
58208	2020-04-14	Greene	North Carolina	37079	13	0
58209	2020-04-14	Guilford	North Carolina	37081	137	10
58210	2020-04-14	Halifax	North Carolina	37083	25	0
58211	2020-04-14	Harnett	North Carolina	37085	49	2
58212	2020-04-14	Haywood	North Carolina	37087	3	0
58213	2020-04-14	Henderson	North Carolina	37089	97	3
