GeoFIPS	GeoArea_Name	Economic_Measure_Name	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
 37137	Pamlico, NC	 Supplements to wages and salaries	16929	17897	18920	21102	22256	24029	25589	25919	26288	27623	27176	28227	28212	29956	30231	30455	31120	32374	33913
 37137	Pamlico, NC	  Employer contributions for employee pension and insurance funds 6/	12110	12876	13552	15486	16293	17476	18581	18645	19095	20311	19255	20328	20444	21805	21925	22351	22979	24305	25410
 37137	Pamlico, NC	 Proprietors' income 7/	23774	21119	23060	23963	34644	34101	32713	31049	27404	34013	30174	34987	33096	27266	22231	23666	23096	19278	23596
 37137	Pamlico, NC	  Farm proprietors' income	6393	2578	3739	3509	11124	7129	6923	6661	5124	5841	9360	10796	10891	7336	-165	1015	801	-1182	2090
 37137	Pamlico, NC	  Nonfarm proprietors' income	17381	18541	19321	20454	23520	26972	25790	24388	22280	28172	20814	24191	22205	19930	22396	22651	22295	20460	21506
 37137	Pamlico, NC	 Farm earnings	8109	4447	5419	5302	12860	9074	9369	8769	6801	7088	10856	12592	12744	9165	1619	3141	2824	483	4204
 37137	Pamlico, NC	 Nonfarm earnings	98391	103296	106837	114125	121057	133893	139041	143218	140047	147785	144468	149219	146292	150021	156062	157325	161035	163807	171125
 37137	Pamlico, NC	  Private nonfarm earnings	65534	70117	72008	77683	83676	94214	96408	99203	94724	101379	99277	104786	101628	106102	109735	110483	112084	112251	118569
 37137	Pamlico, NC	   Forestry, fishing, and related activities	8544	8236	8733	8300	6994	5670	4376	3844	4163	(D)	(D)	(D)	(D)	(D)	6234	5853	5690	5550	5803
 37137	Pamlico, NC	    Forestry and logging	3120	2931	3264	3330	(D)	1813	1713	(D)	(D)	4326	4597	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	    Fishing, hunting and trapping	(D)	(D)	(D)	(D)	(D)	(D)	(D)	117	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	    Support activities for agriculture and forestry	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	   Mining, quarrying, and oil and gas extraction	27	31	25	5	5	-4	-10	-2	0	(D)	(D)	(D)	(D)	(D)	39	51	128	20	20
 37137	Pamlico, NC	    Oil and gas extraction	10	11	12	2	2	0	0	-2	0	12	74	40	44	14	12	18	50	5	5
 37137	Pamlico, NC	    Mining (except oil and gas)	4	6	2	0	0	-4	-10	0	0	36	26	25	4	0	9	17	78	4	4
 37137	Pamlico, NC	    Support activities for mining	13	14	11	3	3	0	0	0	0	(D)	(D)	(D)	(D)	(D)	18	16	0	11	11
 37137	Pamlico, NC	   Utilities	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	   Construction	10398	11080	12494	13438	14523	16614	16097	12017	11019	9271	8090	10374	9296	8583	10533	10666	11063	9161	10438
 37137	Pamlico, NC	    Construction of buildings	2017	(D)	(D)	(D)	(D)	2570	2774	(D)	2355	1473	1415	2271	2075	1802	2329	2169	1982	1327	1675
 37137	Pamlico, NC	    Heavy and civil engineering construction	1425	(D)	(D)	(D)	(D)	3055	3248	(D)	1429	1433	1561	1855	1758	866	1182	1389	1752	1814	2105
 37137	Pamlico, NC	    Specialty trade contractors	6956	7404	8510	8954	9543	10989	10075	7313	7235	6365	5114	6248	5463	5915	7022	7108	7329	6020	6658
 37137	Pamlico, NC	   Manufacturing	4020	4620	4290	4461	5364	5723	5859	4996	4478	4977	6547	7086	6746	6995	6950	7438	7102	8159	9524
 37137	Pamlico, NC	    Durable goods manufacturing	(D)	1123	1031	(D)	(D)	(D)	(D)	958	601	434	884	828	737	805	808	830	822	784	885
 37137	Pamlico, NC	     Wood product manufacturing	16	13	21	21	14	11	13	3	1	6	7	35	30	38	33	28	13	6	7
 37137	Pamlico, NC	     Nonmetallic mineral product manufacturing	(D)	(D)	31	29	17	21	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	     Primary metal manufacturing	17	12	9	0	0	0	4	2	-3	-12	-3	-2	6	3	2	-2	-1	1	1
 37137	Pamlico, NC	     Fabricated metal product manufacturing	(D)	(D)	-17	2	3	6	17	5	2	4	0	0	14	6	2	-1	-1	1	1
 37137	Pamlico, NC	     Machinery manufacturing	(D)	(D)	(D)	0	0	-1	-8	1	0	7	1	0	23	9	4	3	3	3	6
 37137	Pamlico, NC	     Computer and electronic product manufacturing	-92	(D)	(D)	0	0	-4	-1	-3	-8	-15	-11	-2	2	3	2	-1	-1	-1	0
 37137	Pamlico, NC	     Electrical equipment, appliance, and component manufacturing	(D)	(D)	(D)	(D)	0	(D)	(D)	(D)	0	-2	(D)	(D)	(D)	(D)	(D)	-1	-1	2	1
 37137	Pamlico, NC	     Motor vehicles, bodies and trailers, and parts manufacturing	10	0	24	1	1	3	18	3	0	2	13	9	51	8	2	-1	-1	1	1
 37137	Pamlico, NC	     Other transportation equipment manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	451	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	     Furniture and related product manufacturing	(D)	(D)	129	8	0	4	10	7	(D)	(D)	2	1	17	8	3	1	2	3	5
 37137	Pamlico, NC	     Miscellaneous manufacturing	12	4	56	2	3	3	(D)	(D)	-3	-33	-25	-29	-63	-19	-9	-10	-10	-2	-5
 37137	Pamlico, NC	    Nondurable goods manufacturing	(D)	3497	3259	(D)	(D)	(D)	(D)	4038	3877	4543	5663	6258	6009	6190	6142	6608	6280	7375	8639
 37137	Pamlico, NC	     Food manufacturing	2177	2027	2209	2469	2853	2787	2557	2149	1804	2134	2419	2608	2326	2546	2738	3169	2945	3915	4779
 37137	Pamlico, NC	     Beverage and tobacco product manufacturing	109	111	111	38	37	35	41	57	56	168	314	318	188	102	38	3	14	27	(D)
 37137	Pamlico, NC	     Textile mills	9	8	27	25	29	7	6	-3	5	8	19	32	26	15	0	0	-1	-5	-5
 37137	Pamlico, NC	     Textile product mills	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	     Apparel manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	2	3	3	1	1	-3	-8	-6	-2	0	0	0	0
 37137	Pamlico, NC	     Leather and allied product manufacturing	2	2	4	1	1	1	1	0	0	1	1	2	1	0	-1	0	0	0	0
 37137	Pamlico, NC	     Paper manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	     Printing and related support activities	-2	-2	6	18	10	9	9	5	4	6	(D)	(D)	(D)	8	10	9	6	4	4
 37137	Pamlico, NC	     Petroleum and coal products manufacturing	6	1	2	7	4	11	16	16	5	5	10	10	5	4	20	0	0	2	2
 37137	Pamlico, NC	     Chemical manufacturing	72	97	67	1	26	26	28	9	8	3	10	1	-6	6	47	87	43	14	13
 37137	Pamlico, NC	     Plastics and rubber products manufacturing	-15	-23	-13	18	12	10	4	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	   Wholesale trade	2297	2339	2382	2917	2748	3223	3644	2901	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	   Retail trade	9248	9820	10656	10782	11457	12106	13191	12393	12092	13658	12659	11847	13267	16686	17676	18051	18471	18747	19711
 37137	Pamlico, NC	    Motor vehicle and parts dealers	2216	2444	2719	2866	2964	3070	3143	2692	2615	3104	2796	2414	2647	2817	2869	2910	2781	2925	3379
 37137	Pamlico, NC	    Furniture and home furnishings stores	2	2	(D)	(D)	(D)	4	25	4	9	19	25	14	6	4	7	5	1	2	(D)
 37137	Pamlico, NC	    Electronics and appliance stores	1	1	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1
 37137	Pamlico, NC	    Building material and garden equipment and supplies dealers	1492	1337	1425	1660	1804	1967	2074	1798	1352	(D)	(D)	(D)	1972	2003	1884	2043	2049	2068	2281
 37137	Pamlico, NC	    Food and beverage stores	3057	3213	3404	3370	3440	3480	3609	3938	3907	3768	3617	3818	4000	4023	4036	4307	4672	4663	4977
 37137	Pamlico, NC	    Health and personal care stores	733	709	876	925	1004	1043	1071	1085	1112	1237	1141	1181	1979	1856	1618	1752	1796	1820	1749
 37137	Pamlico, NC	    Gasoline stations	616	921	856	456	598	658	1011	732	1079	2102	1642	1089	969	982	808	783	667	719	728
 37137	Pamlico, NC	    Clothing and clothing accessories stores	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	    Sporting goods, hobby, musical instrument, and book stores	4	4	3	2	(D)	264	296	294	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	    General merchandise stores	463	330	370	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	3830	5126	4906	4928	4728	4829
 37137	Pamlico, NC	    Miscellaneous store retailers	(D)	(D)	69	218	379	470	616	566	412	311	(D)	(D)	139	(D)	183	218	302	376	363
 37137	Pamlico, NC	    Nonstore retailers	(D)	690	797	919	828	(D)	909	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	   Transportation and warehousing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	2566	2676	2034	2153	2302	2927	2994	2753	2905	3271	3232
 37137	Pamlico, NC	    Air transportation	0	-1	-2	-4	1	0	149	109	72	65	24	46	31	39	25	26	52	88	93
 37137	Pamlico, NC	    Rail transportation	-3	-3	-2	48	39	36	-14	-9	15	16	4	1	1	-27	-22	-11	-4	-12	-13
 37137	Pamlico, NC	    Water transportation	1	-4	-1	9	28	29	44	2	3	-4	-3	-7	1	-4	-3	-8	-3	8	7
 37137	Pamlico, NC	    Truck transportation	1193	1382	(D)	(D)	(D)	(D)	(D)	(D)	(D)	2425	1890	1873	2109	(D)	(D)	2419	2527	2866	2705
 37137	Pamlico, NC	    Transit and ground passenger transportation	(D)	14	36	51	59	71	165	131	119	109	45	115	65	125	104	96	72	42	47
 37137	Pamlico, NC	    Pipeline transportation	1	-1	-1	0	0	1	1	1	0	0	0	1	1	2	3	3	5	5	5
 37137	Pamlico, NC	    Scenic and sightseeing transportation	(D)	(D)	8	5	2	0	1	1	1	0	0	0	0	0	1	0	0	1	(D)
 37137	Pamlico, NC	    Support activities for transportation	63	65	89	65	63	48	69	17	(D)	(D)	18	70	48	(D)	(D)	184	239	256	(D)
 37137	Pamlico, NC	    Couriers and messengers	20	43	37	25	21	27	7	33	(D)	(D)	48	46	40	42	63	46	12	15	15
 37137	Pamlico, NC	    Warehousing and storage	-2	-13	-14	1	5	5	4	5	5	8	8	8	6	7	9	-2	5	2	1
 37137	Pamlico, NC	   Information	2350	2513	2354	1512	1310	1067	1015	1076	970	1058	1141	1048	1025	820	879	998	972	(D)	451
 37137	Pamlico, NC	    Publishing industries (except Internet)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	    Motion picture and sound recording industries	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	3	2
 37137	Pamlico, NC	    Broadcasting (except Internet)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	66	24	23	8	11	7	4	0	0
 37137	Pamlico, NC	    Internet publishing and broadcasting 8/	20	(D)	(D)	(D)	(D)	(D)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)
 37137	Pamlico, NC	    Telecommunications	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	3
 37137	Pamlico, NC	    Data processing, hosting, and related services	(D)	(D)	(D)	(D)	(D)	20	20	22	12	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	    Other information services 8/	31	38	24	0	1	1	(D)	(D)	(D)	16	34	30	27	10	18	12	7	2	3
 37137	Pamlico, NC	   Finance and insurance	639	579	698	2141	2147	2207	2556	4438	6020	10307	3590	4353	2738	2472	2339	2845	2966	2926	2347
 37137	Pamlico, NC	    Monetary Authorities-central bank	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 37137	Pamlico, NC	    Credit intermediation and related activities	(D)	640	(D)	(D)	(D)	(D)	1830	4017	5550	9383	2358	3548	2050	(D)	2002	2175	2320	2376	1709
 37137	Pamlico, NC	    Securities, commodity contracts, and other financial investments and related activities	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	19	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	    Insurance carriers and related activities	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	    Funds, trusts, and other financial vehicles	1	1	1	121	49	8	32	70	37	561	153	28	15	33	36	1	14	13	13
 37137	Pamlico, NC	   Real estate and rental and leasing	275	412	706	1284	2150	4101	3398	5616	1934	566	660	1113	2538	3034	2703	3111	3021	3804	4009
 37137	Pamlico, NC	    Real estate	(D)	(D)	(D)	(D)	2036	3542	(D)	(D)	(D)	(D)	457	(D)	(D)	(D)	(D)	(D)	(D)	3241	3473
 37137	Pamlico, NC	    Rental and leasing services	(D)	(D)	(D)	(D)	108	555	(D)	(D)	(D)	(D)	165	(D)	(D)	(D)	(D)	(D)	(D)	539	513
 37137	Pamlico, NC	    Lessors of nonfinancial intangible assets (except copyrighted works)	2	2	3	4	6	4	4	2	167	-68	38	54	33	17	15	17	26	24	23
 37137	Pamlico, NC	   Professional, scientific, and technical services	(D)	1629	(D)	(D)	(D)	(D)	6021	6539	7315	7658	7868	7618	6815	6928	6812	6491	6036	6138	6280
 37137	Pamlico, NC	   Management of companies and enterprises	0	0	0	0	0	0	0	8	9	4	0	0	11	10	1	0	0	0	0
 37137	Pamlico, NC	   Administrative and support and waste management and remediation services	(D)	557	(D)	(D)	(D)	(D)	1433	1269	1515	1766	3035	3726	3898	4232	4140	3839	3597	(D)	2945
 37137	Pamlico, NC	    Administrative and support services	(D)	552	(D)	(D)	(D)	(D)	1428	1263	1502	1759	3025	3709	3871	4180	4112	3823	(D)	(D)	(D)
 37137	Pamlico, NC	    Waste management and remediation services	4	5	4	5	7	11	5	6	13	7	10	17	27	52	28	16	(D)	(D)	(D)
 37137	Pamlico, NC	   Educational services	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	   Health care and social assistance	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	    Ambulatory health care services	3366	4809	4572	5288	6769	7079	7830	8468	8305	9020	9172	9814	10747	11885	13701	13572	13894	14226	15295
 37137	Pamlico, NC	    Hospitals	17	19	38	4	6	59	128	159	109	57	37	(D)	(D)	(D)	60	74	68	(D)	(D)
 37137	Pamlico, NC	    Nursing and residential care facilities	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	3066	3142	(D)	5087	5236	5689	5719	5890
 37137	Pamlico, NC	    Social assistance	570	541	484	577	797	843	845	856	899	(D)	1221	1708	1875	2427	(D)	(D)	(D)	1435	1494
 37137	Pamlico, NC	   Arts, entertainment, and recreation	1286	1384	1096	1458	1545	1721	1607	1561	6882	6647	6749	6914	7362	8074	7710	7743	8320	8872	8364
 37137	Pamlico, NC	    Performing arts, spectator sports, and related industries	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	    Museums, historical sites, and similar institutions	-2	0	1	0	0	2	2	0	2	0	2	3	10	0	0	1	3	6	6
 37137	Pamlico, NC	    Amusement, gambling, and recreation industries	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	   Accommodation and food services	2606	2688	2431	2544	2614	3368	4025	3849	3930	3527	3242	4380	3970	3952	4181	4131	4053	3613	4967
 37137	Pamlico, NC	    Accommodation	(D)	(D)	(D)	(D)	(D)	(D)	37	1	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	    Food services and drinking places	(D)	(D)	(D)	(D)	(D)	(D)	3988	3848	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37137	Pamlico, NC	   Other services (except government and government enterprises)	11444	12996	12549	13841	14958	15963	15911	20845	14910	14477	18333	16502	14310	13663	12089	11646	11602	12145	12384
 37137	Pamlico, NC	    Repair and maintenance	2370	2724	2558	3373	3840	4231	(D)	(D)	8344	7803	11705	(D)	7692	7016	5346	4663	4456	4565	4889
 37137	Pamlico, NC	    Personal and laundry services	(D)	(D)	(D)	(D)	(D)	(D)	3169	2332	(D)	2493	2485	2650	2405	2247	2253	2409	(D)	2546	2695
 37137	Pamlico, NC	    Religious, grantmaking, civic, professional, and similar organizations	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	4181	4143	(D)	4213	4400	4490	4574	(D)	5034	4800
 37137	Pamlico, NC	    Private households	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 37137	Pamlico, NC	  Government and government enterprises	32857	33179	34829	36442	37381	39679	42633	44015	45323	46406	45191	44433	44664	43919	46327	46842	48951	51556	52556
 37137	Pamlico, NC	   Federal civilian	1332	1404	1372	1534	1613	1758	1793	1687	1861	1978	1776	1756	1721	1664	1940	1934	2048	2084	2187
 37137	Pamlico, NC	   Military	1259	1502	1970	1927	2191	2217	2324	2530	2755	2777	2905	2914	2528	2403	2315	2418	2402	2492	2749
 37137	Pamlico, NC	   State and local	30266	30273	31487	32981	33577	35704	38516	39798	40707	41651	40510	39763	40415	39852	42072	42490	44501	46980	47620
 37137	Pamlico, NC	    State government	9544	9849	10558	11523	12153	13285	14747	15677	16996	18249	18094	17678	18155	17786	18708	18756	19696	20562	20477
 37137	Pamlico, NC	    Local government	20722	20424	20929	21458	21424	22419	23769	24121	23711	23402	22416	22085	22260	22066	23364	23734	24805	26418	27143
 37139	Pasquotank, NC	Personal income (thousands of dollars)	815913	851421	918517	998113	1091893	1191869	1254692	1288947	1284839	1306207	1322309	1360741	1348675	1372379	1415112	1453117	1492330	1539017	1608396
 37139	Pasquotank, NC	Population (persons) 2/	34787	35281	35673	36533	37741	38956	40049	40554	40541	40626	40266	40378	39548	39436	39384	39392	39386	39583	39824
 37139	Pasquotank, NC	Per capita personal income (dollars)	23455	24133	25748	27321	28931	30595	31329	31783	31692	32152	32839	33700	34102	34800	35931	36889	37890	38881	40388
 37139	Pasquotank, NC	Earnings by place of work	601877	621430	666861	729527	806244	875159	908887	919283	870481	888764	878531	913905	908809	909554	941566	944554	974306	999337	1023021
 37139	Pasquotank, NC	 Less: Contributions for government social insurance 3/	65390	68322	73655	80027	87286	95246	101241	103758	100092	100788	91189	92524	105310	108017	113215	113742	116697	119029	121026
 37139	Pasquotank, NC	  Employee and self-employed contributions for government social insurance	34423	36051	38218	41574	45265	49153	51931	53235	51609	52722	41937	42293	54788	55853	58404	59436	61865	64656	65988
 37139	Pasquotank, NC	  Employer contributions for government social insurance	30967	32271	35437	38453	42021	46093	49310	50523	48483	48066	49252	50231	50522	52164	54811	54306	54832	54373	55038
 37139	Pasquotank, NC	 Plus: Adjustment for residence 4/	-50242	-40458	-25269	-25338	-32766	-25752	-17308	-28137	1624	-10878	-19255	-31004	-29824	-21680	-34582	-9714	-18446	-17676	1832
 37139	Pasquotank, NC	 Equals: Net earnings by place of residence	486245	512650	567937	624162	686192	754161	790338	787388	772013	777098	768087	790377	773675	779857	793769	821098	839163	862632	903827
 37139	Pasquotank, NC	 Plus: Dividends, interest, and rent 5/	163780	161074	164383	169543	181915	196943	214661	229228	215019	209169	222134	231610	231491	239015	256159	256253	266174	270455	274645
 37139	Pasquotank, NC	 Plus: Personal current transfer receipts	165888	177697	186197	204408	223786	240765	249693	272331	297807	319940	332088	338754	343509	353507	365184	375766	386993	405930	429924
 37139	Pasquotank, NC	 Wages and salaries	427693	445710	470896	512250	553336	606496	644191	664227	624576	624820	627096	638115	641463	650914	686174	688455	707463	724535	733263
 37139	Pasquotank, NC	 Supplements to wages and salaries	108966	114619	127300	141865	157996	171215	182241	184106	181736	187024	183376	190571	189460	189762	193603	193830	198446	205077	211315
 37139	Pasquotank, NC	  Employer contributions for employee pension and insurance funds 6/	77999	82348	91863	103412	115975	125122	132931	133583	133253	138958	134124	140340	138938	137598	138792	139524	143614	150704	156277
 37139	Pasquotank, NC	 Proprietors' income 7/	65218	61101	68665	75412	94912	97448	82455	70950	64169	76920	68059	85219	77886	68878	61789	62269	68397	69725	78443
 37139	Pasquotank, NC	  Farm proprietors' income	14807	6798	12876	13294	30295	26077	16885	4021	555	-26	4528	14366	13016	4632	-1173	82	2613	-3124	2542
 37139	Pasquotank, NC	  Nonfarm proprietors' income	50411	54303	55789	62118	64617	71371	65570	66929	63614	76946	63531	70853	64870	64246	62962	62187	65784	72849	75901
 37139	Pasquotank, NC	 Farm earnings	18003	10576	16025	16399	33090	28971	20259	6934	2877	1703	6583	16825	15566	7159	1278	2995	5384	-834	5428
 37139	Pasquotank, NC	 Nonfarm earnings	583874	610854	650836	713128	773154	846188	888628	912349	867604	887061	871948	897080	893243	902395	940288	941559	968922	1000171	1017593
 37139	Pasquotank, NC	  Private nonfarm earnings	329837	346023	365974	411979	449589	493323	511159	528750	489334	496073	482561	504446	505457	562877	604156	603251	621854	635922	643461
 37139	Pasquotank, NC	   Forestry, fishing, and related activities	3614	3270	3534	3934	3940	3697	4150	4549	4959	4974	4651	4869	5027	5521	5967	6095	5940	6062	6448
 37139	Pasquotank, NC	    Forestry and logging	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	758	874	650	(D)	(D)	(D)
 37139	Pasquotank, NC	    Fishing, hunting and trapping	112	108	154	89	40	4	74	47	3	-9	13	19	37	(D)	(D)	(D)	(D)	97	97
 37139	Pasquotank, NC	    Support activities for agriculture and forestry	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37139	Pasquotank, NC	   Mining, quarrying, and oil and gas extraction	2	2	0	0	0	0	0	0	1	64	126	90	71	36	43	100	288	127	129
 37139	Pasquotank, NC	    Oil and gas extraction	1	1	0	0	0	0	0	0	0	17	93	50	61	22	13	36	112	31	30
 37139	Pasquotank, NC	    Mining (except oil and gas)	0	0	0	0	0	0	0	0	1	46	33	34	6	1	10	32	175	23	26
 37139	Pasquotank, NC	    Support activities for mining	1	1	0	0	0	0	0	0	0	1	0	6	4	13	20	32	1	73	73
 37139	Pasquotank, NC	   Utilities	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37139	Pasquotank, NC	   Construction	33553	34712	36796	43461	49608	56594	52730	46864	40002	38269	34508	38270	35590	33936	36126	40689	43400	44348	46621
 37139	Pasquotank, NC	    Construction of buildings	10599	11448	11594	12044	14149	16657	13832	13283	10902	7650	8151	10901	10481	9812	10087	10266	10589	11649	12119
 37139	Pasquotank, NC	    Heavy and civil engineering construction	906	975	832	1529	4251	5011	5585	5102	3506	2765	2460	3987	4493	4355	5579	8346	8632	6427	8279
 37139	Pasquotank, NC	    Specialty trade contractors	22048	22289	24370	29888	31208	34926	33313	28479	25594	27854	23897	23382	20616	19769	20460	22077	24179	26272	26223
 37139	Pasquotank, NC	   Manufacturing	27929	28328	30075	29538	33033	34093	38286	39108	35630	34699	37071	41856	39822	39914	37853	36249	38308	38987	39623
 37139	Pasquotank, NC	    Durable goods manufacturing	17473	17828	19839	21236	21362	23897	28917	29978	26259	25097	28178	30972	31305	32595	33069	31466	33757	34449	34541
 37139	Pasquotank, NC	     Wood product manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	6979	6660	6775	6575	7016	7930	8444	8787	9685	9905	(D)
 37139	Pasquotank, NC	     Nonmetallic mineral product manufacturing	(D)	(D)	(D)	(D)	(D)	1236	1306	1109	913	644	729	901	1230	1314	1412	1668	1856	1743	1527
 37139	Pasquotank, NC	     Primary metal manufacturing	0	0	3	0	0	-2	10	6	-4	0	6	10	13	9	6	-1	6	12	15
 37139	Pasquotank, NC	     Fabricated metal product manufacturing	1241	1111	1188	1602	1300	1299	1240	1046	856	929	1070	1044	1122	1226	1169	1119	2193	2274	2125
 37139	Pasquotank, NC	     Machinery manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37139	Pasquotank, NC	     Computer and electronic product manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37139	Pasquotank, NC	     Electrical equipment, appliance, and component manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37139	Pasquotank, NC	     Motor vehicles, bodies and trailers, and parts manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	5	14	14
 37139	Pasquotank, NC	     Other transportation equipment manufacturing	0	0	0	0	-1	1987	(D)	(D)	(D)	(D)	17	14	27	11	5	-1	8	14	14
 37139	Pasquotank, NC	     Furniture and related product manufacturing	372	445	(D)	(D)	289	(D)	1355	(D)	(D)	(D)	27	17	37	19	7	2	24	47	53
 37139	Pasquotank, NC	     Miscellaneous manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	1085	1156	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37139	Pasquotank, NC	    Nondurable goods manufacturing	10456	10500	10236	8302	11671	10196	9369	9130	9371	9602	8893	10884	8517	7319	4784	4783	4551	4538	5082
 37139	Pasquotank, NC	     Food manufacturing	3309	(D)	(D)	(D)	(D)	(D)	(D)	3422	3817	(D)	(D)	5774	6032	5085	3503	3608	3671	3766	4308
 37139	Pasquotank, NC	     Beverage and tobacco product manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	159	81	133	124	104	102
