,Series ID	Region Name	Region Code	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
ATNHPIUS39153A	Summit County, OH	39153	29.97	32.48	35.83	41.02	46.08	47.7	48.64	46.93	48.92	48.76	50.22	52.37	55.11	58.98	62.45	66.12	68.77	71.76	75.1	77.94	82.1	85.84	89.68	93.41	96.45	100	104.35	106.19	107.53	109.67	112.99	112.9	110.79	107.15	103.67	99.77	95.55	92.49	93.53	96.55	99.52	102.62	107.33	111.91	117.25
ATNHPIUS49043A	Summit County, UT	49043									47.0	45.46	46.99	44.17	40.71	42.03	46.34	51.34	55.48	58.77	63.39	74.03	84.82	90.95	96.03	100.21	100.42	100	104.67	106.25	106.56	111.78	135.72	165.39	180.78	184.08	162.98	150.44	144.47	145.15	155.44	175.21	188.0	199.88	218.13	233.02	247.71
ATNHPIUS47165A	Sumner County, TN	47165				39.71	44.55	46.97	47.06	49.34	50.17	54.83	57.45	62.8	65.82	65.51	65.42	65.53	66.88	68.68	70.41	75.59	80.97	85.6	90.59	93.7	96.48	100	103.66	105.56	108.07	110.34	116.93	125.61	132.5	132.86	129.51	124.18	121.5	120.36	124.03	130.94	136.82	147.6	159.4	172.99	184.67
ATNHPIUS20191A	Sumner County, KS	20191				55.05	57.87	0.0	0.0	64.66	0.0	0.0	66.95	71.67	70.81	69.64	67.19	71.78	75.62	78.04	78.38	84.05	85.77	88.2	92.26	93.64	97.84	100	105.84	107.82	106.56	108.76	111.87	111.31	115.96	122.21	118.33	118.35	117.26	113.28	116.12	116.6	120.29	119.56	124.42	134.53	143.81
ATNHPIUS13261A	Sumter County, GA	13261											75.2	80.21	76.75	74.11	74.16	74.23	76.18	74.84	74.95	78.66	84.26	85.95	90.97	92.15	97.08	100	106.5	109.44	111.99	117.82	121.54	128.12	137.45	137.73	134.71	134.0	125.88	124.09	129.45	118.37	118.36	115.49	121.12	122.54	126.22
ATNHPIUS45085A	Sumter County, SC	45085										69.71	70.39	72.29	74.29	73.27	76.66	78.54	80.44	82.3	83.1	82.88	84.9	88.7	90.18	93.06	95.62	100	104.22	106.72	109.87	116.14	122.93	129.54	136.57	135.84	134.62	129.56	127.72	124.19	125.14	122.76	126.39	127.34	129.44	135.87	140.24
ATNHPIUS12119A	Sumter County, FL	12119																			76.69	81.57	87.04	90.51	88.52	89.32	94.71	100	102.93	108.33	113.45	125.17	141.4	158.18	155.61	147.67	142.13	134.67	130.54	129.36	136.46	150.9	152.44	153.35	155.25	165.02	170.97
ATNHPIUS28133A	Sunflower County, MS	28133																			77.75	81.96	98.68	91.82	101.55	105.11	105.73	100	109.94	109.66	113.6	113.54	117.63	122.81	122.04	127.16	133.27	124.11	120.67	128.86	133.67	126.43	135.53	140.65	143.71	144.11	142.96
ATNHPIUS51181A	Surry County, VA	51181																								97.92	89.32	100	102.7	106.61	112.35	130.71	144.54	169.27	179.82	179.34	166.32	165.74	154.59	142.87	143.83	137.05	143.1	147.51	143.69	154.13	160.39
ATNHPIUS37171A	Surry County, NC	37171												52.99	57.55	55.79	59.66	62.34	65.83	67.61	69.79	72.78	79.17	82.97	88.72	92.0	95.36	100	102.72	104.74	105.97	108.02	112.48	116.09	120.4	123.28	120.06	114.56	112.19	113.18	109.42	110.04	111.17	116.9	116.28	121.38	126.76
ATNHPIUS42115A	Susquehanna County, PA	42115																		91.25	87.61	83.96	91.1	89.67	89.6	105.88	93.37	100	102.1	107.06	106.83	114.17	127.4	134.87	142.73	149.56	150.38	144.64	153.57	155.98	168.6	160.39	163.93	163.69			
ATNHPIUS51183A	Sussex County, VA	51183																								98.67	98.32	100	110.38	112.59	120.01	131.41	151.9	174.23	177.33	176.59	171.95	159.28	144.59	156.69	143.0	151.77	150.47	153.28	172.29	190.94	183.02
ATNHPIUS10005A	Sussex County, DE	10005									41.84	47.35	52.77	56.47	58.71	65.07	69.05	70.6	72.99	73.7	74.1	74.56	76.65	79.42	80.9	83.51	90.13	100	111.0	120.46	130.22	150.42	178.46	194.4	197.54	190.62	176.72	166.84	157.54	153.26	151.98	154.48	158.62	161.79	167.83	177.16	181.85
ATNHPIUS34037A	Sussex County, NJ	34037	23.23	25.67	26.12	30.49	36.72	42.49	43.5	42.71	48.13	52.62	61.36	73.72	86.14	94.4	92.62	87.51	81.72	82.88	83.43	83.89	83.52	85.16	86.46	89.89	92.34	100	108.82	119.82	130.28	148.06	168.99	181.64	182.72	171.7	154.99	146.21	138.35	129.82	128.13	128.98	130.4	129.22	132.79	136.45	142.29
ATNHPIUS06101A	Sutter County, CA	6101	28.76	30.68	36.64	39.18	49.9	53.47	60.04	59.35	55.83	61.34	58.36	62.78	64.05	67.02	73.59	87.3	93.35	93.35	92.68	90.17	89.94	88.36	88.49	91.54	93.72	100	111.78	127.71	144.54	176.1	220.99	232.57	210.46	166.07	138.11	128.78	119.7	116.12	130.12	153.62	161.34	176.84	194.66	208.78	225.1
ATNHPIUS12121A	Suwannee County, FL	12121																						85.75	90.79	93.67	92.44	100	105.16	108.38	116.67	127.81	151.15	179.79	185.91	174.33	160.56	146.6	137.29	128.2	126.55	120.93	130.98	140.48	152.24	153.44	169.03
ATNHPIUS37173A	Swain County, NC	37173																								88.37	93.62	100	106.04	110.67	115.63	123.56	140.02	146.23	163.42	167.47	159.01	143.64	140.26	132.04	132.69	125.47	126.38	127.44	136.65	149.82	150.14
ATNHPIUS30097A	Sweet Grass County, MT	30097																								83.57	94.79	100	105.94	107.44	109.3	111.85	116.49	127.12	142.78	148.44	145.84	134.63	145.72	132.81	132.76	137.29	135.86	158.36	153.48	167.33	173.39
ATNHPIUS56037A	Sweetwater County, WY	56037	35.07	38.56	44.44	52.79	59.33	66.54	75.2	75.36	70.74	71.12	71.36	71.1	70.32	64.38	63.66	69.08	72.02	75.98	81.83	87.35	95.45	98.18	99.64	101.18	101.15	100	103.77	106.05	108.86	121.76	144.35	171.57	190.37	189.53	179.25	166.34	164.13	165.1	173.8	180.02	182.45	184.86	188.85	189.43	192.21
ATNHPIUS27151A	Swift County, MN	27151																		66.38	66.32	67.92	87.21	86.4	89.79	91.88	98.11	100	107.61	110.18	115.49	119.07	133.58	132.48	137.43	142.02	133.4	132.79	130.87	128.01	133.0	137.94	132.89	131.82	126.47	135.22	140.98
ATNHPIUS18155A	Switzerland County, IN	18155																						83.05	87.19	87.6	93.37	100	102.88	101.85	102.58	104.27	107.35	110.82	109.39	112.82	106.14	99.38	101.79	94.27	94.82	101.62	100.73	98.79	96.92	97.97	109.9
ATNHPIUS24041A	Talbot County, MD	24041											57.73	56.21	58.19	71.76	74.11	75.69	76.81	78.33	79.64	80.82	82.5	83.84	86.79	88.54	92.97	100	107.79	117.25	123.92	142.31	171.97	191.27	194.46	187.89	175.88	159.68	152.17	148.29	144.48	146.54	150.21	151.21	160.55	160.95	167.14
ATNHPIUS01121A	Talladega County, AL	1121												65.34	69.15	66.76	71.15	67.16	71.98	71.83	75.89	77.5	80.29	84.3	88.63	93.38	96.49	100	105.28	109.12	112.97	115.2	121.28	130.31	135.21	138.97	134.55	130.21	122.83	122.47	124.4	123.89	126.72	126.13	131.48	134.2	139.96
ATNHPIUS01123A	Tallapoosa County, AL	1123																			74.23	73.19	79.98	82.53	88.89	94.91	98.59	100	106.33	108.33	111.13	117.76	131.7	146.27	155.52	156.77	152.32	141.09	137.74	137.53	139.73	141.95	137.75	145.59	150.37	158.74	161.64
ATNHPIUS19171A	Tama County, IA	19171																			65.47	65.88	73.98	76.97	80.12	85.8	93.08	100	103.5	105.4	109.82	114.65	119.13	124.08	128.69	133.77	126.36	127.99	123.8	125.71	127.78	125.98	131.41	136.53	142.56	138.51	146.08
ATNHPIUS29213A	Taney County, MO	29213																		74.16	81.77	91.86	95.31	95.99	94.88	97.28	99.65	100	106.29	108.92	111.47	116.32	125.31	140.18	149.7	144.21	138.46	127.72	122.9	120.18	119.5	119.01	117.62	123.46	129.13	134.47	142.66
ATNHPIUS22105A	Tangipahoa Parish, LA	22105					54.05	62.66	0.0	0.0	68.94	57.29	75.55	69.75	70.57	61.01	63.15	64.15	66.65	66.13	71.34	76.67	80.69	83.29	87.84	92.7	95.8	100	104.14	106.7	109.81	113.67	122.74	144.2	153.09	151.55	147.96	140.68	135.94	133.69	134.07	135.3	138.64	142.72	145.37	145.7	150.65
ATNHPIUS35055A	Taos County, NM	35055																		65.06	68.45	79.84	86.15	90.52	90.61	92.38	94.6	100	102.83	106.06	110.91	119.13	133.02	146.07	153.36	154.11	142.01	138.59	131.15	127.92	126.86	121.46	127.8	133.88	141.07	144.55	146.75
ATNHPIUS48439A	Tarrant County, TX	48439	34.44	37.37	41.93	48.6	57.92	65.94	71.17	74.3	77.44	82.45	84.5	86.49	84.41	78.92	77.5	77.99	78.37	79.24	80.52	81.69	83.09	85.12	87.31	90.43	94.13	100	105.56	108.94	111.5	113.14	116.63	120.56	122.95	123.12	123.9	121.75	119.14	119.81	124.14	133.65	143.89	157.28	174.04	188.58	197.39
ATNHPIUS28137A	Tate County, MS	28137																	0.0	73.47	74.87	79.49	87.09	87.18	93.39	95.15	98.66	100	104.51	106.81	108.48	112.17	114.18	127.13	129.97	129.88	125.87	120.58	116.88	115.02	115.38	119.2	116.98	124.6	125.45	124.88	136.39
ATNHPIUS13267A	Tattnall County, GA	13267																								94.54	99.61	100	104.64	105.21	111.43	117.49	119.95	135.63	142.6	140.58	148.01	134.37	120.04	124.22	121.93	126.61	142.89	126.06	146.06	137.99	152.28
ATNHPIUS21217A	Taylor County, KY	21217												63.68	65.32	66.58	66.33	69.32	70.22	70.36	72.14	76.56	81.45	85.52	86.73	89.32	92.33	100	105.19	107.52	109.9	116.52	123.21	126.89	127.94	133.16	127.43	124.29	123.01	123.08	123.92	124.91	126.65	132.13	138.61	142.22	154.4
ATNHPIUS54091A	Taylor County, WV	54091																								95.81	92.9	100	104.6	105.76	105.49	107.55	118.36	131.35	132.38	135.68	134.31	131.57	140.72	143.22	140.23	128.53	148.22	147.44	152.14	142.29	
ATNHPIUS12123A	Taylor County, FL	12123												79.73	94.93	90.07	86.73	89.96	90.65	84.65	89.42	86.87	77.65	95.34	90.61	101.71	105.47	100	105.79	113.88	118.72	129.89	143.0	166.85	176.5	168.69	152.18	139.41	128.28	125.81	130.08	134.67	149.01	141.75	147.23	157.57	152.53
ATNHPIUS55119A	Taylor County, WI	55119																		58.57	60.1	66.3	69.19	74.96	78.38	85.6	94.88	100	102.62	104.58	105.69	112.6	120.63	124.27	124.91	125.18	121.15	118.2	114.79	115.59	116.37	119.93	117.61	123.19	127.1	138.6	134.0
ATNHPIUS48441A	Taylor County, TX	48441		51.01	54.27	64.63	67.44	77.69	95.4	94.35	94.03	93.8	90.22	92.1	87.14	74.4	73.62	70.65	76.11	80.59	84.73	86.23	88.47	91.89	93.53	96.06	98.72	100	104.49	106.88	108.49	113.6	120.84	130.9	137.14	139.18	142.57	142.39	139.1	141.22	146.2	153.78	157.48	164.98	171.9	179.92	185.44
ATNHPIUS17179A	Tazewell County, IL	17179	46.4	43.35	48.14	60.94	59.21	59.78	61.88	56.84	54.6	47.57	47.52	47.93	49.41	52.78	58.23	61.71	65.07	66.77	69.74	74.46	80.74	85.43	89.48	93.27	95.99	100	104.8	107.53	108.34	113.37	117.7	122.57	126.04	126.57	125.55	124.61	122.26	122.37	123.4	125.95	126.93	127.6	126.8	125.23	126.71
ATNHPIUS51185A	Tazewell County, VA	51185												0.0	0.0	0.0	0.0	0.0	0.0	76.76	78.39	83.92	84.12	92.22	95.34	95.72	97.21	100	104.77	107.06	111.07	111.42	121.99	127.15	135.62	134.02	135.05	132.84	133.9	130.35	132.77	125.18	124.42	127.46	122.52	133.41	122.94
ATNHPIUS06103A	Tehama County, CA	6103					49.24	54.53	51.35	57.46	57.92	58.16	55.39	59.33	57.57	60.06	65.65	72.21	81.15	84.91	87.67	90.1	90.24	90.98	91.87	94.34	95.0	100	108.04	119.46	133.84	161.79	201.63	223.41	216.38	186.28	151.96	134.41	121.57	114.32	128.14	145.23	154.83	164.26	174.94	188.51	205.86
ATNHPIUS08119A	Teller County, CO	8119										49.39	52.41	54.62	54.86	53.54	52.15	52.28	53.5	58.17	62.71	70.36	77.25	83.63	88.26	91.06	94.47	100	107.8	112.33	114.82	118.46	126.84	133.76	138.99	132.29	128.78	121.11	118.89	117.92	122.48	127.47	134.99	142.1	155.32	170.81	182.0
ATNHPIUS22109A	Terrebonne Parish, LA	22109			48.04	58.79	64.98	72.9	75.32	75.9	73.43	76.66	73.26	69.35	63.48	58.15	60.69	61.13	64.68	66.05	69.44	74.0	76.88	80.34	86.9	91.83	96.07	100	103.69	107.96	111.84	117.34	125.58	136.39	148.12	154.41	155.58	154.36	153.31	153.57	156.72	161.25	162.5	166.21	164.56	165.27	169.28
ATNHPIUS48445A	Terry County, TX	48445												90.13	83.35	82.77	78.3	0.0	0.0	84.85	84.91	86.0	85.49	88.07	87.87	91.68	99.45	100	96.55	100.41	106.84	93.63	107.1	110.13	119.09	119.38	113.18	110.64	129.36	120.13	124.94	140.16	125.94	146.71	150.86	154.63	154.02
ATNHPIUS30099A	Teton County, MT	30099																								92.51	95.79	100	100.86	102.78	105.79	108.62	116.22	122.36	136.17	142.87	143.03	138.75	140.54	147.71	155.58	145.2	155.47	154.5	152.4	163.91	166.01
ATNHPIUS56039A	Teton County, WY	56039												28.94	27.77	29.53	34.07	40.63	44.33	48.93	57.86	65.36	69.42	69.49	70.47	76.21	81.1	100	112.3	114.59	117.47	128.36	141.47	171.81	194.69	214.49	189.71	160.99	152.22	144.58	148.46	185.88	195.8	214.86	227.44	259.1	279.97
ATNHPIUS16081A	Teton County, ID	16081																			0.0	0.0	0.0	77.47	74.22	80.67	89.05	100	106.88	115.98	120.17	124.61	135.01	160.07	181.11	184.31	162.95	143.56	117.85	115.62	123.3	138.1	148.67	164.45	177.07	196.55	214.76
ATNHPIUS40139A	Texas County, OK	40139					58.68	60.39	49.05	64.98	64.91	69.57	68.97	67.1	68.69	0.0	67.15	63.5	61.5	68.08	76.07	79.32	90.92	91.16	93.19	95.16	96.02	100	104.21	102.48	104.72	106.45	106.79	115.47	125.21	133.8	137.6	137.61	137.83	135.46	134.94	148.59	150.57	144.42	162.26	156.62	163.01
ATNHPIUS29215A	Texas County, MO	29215																							92.55	92.53	99.05	100	105.8	107.9	110.25	119.8	122.17	132.32	134.1	134.49	130.13	125.96	122.57	121.13	126.3	123.28	126.78	130.98	129.55	133.58	133.54
ATNHPIUS20193A	Thomas County, KS	20193												65.8	62.12	65.58	61.66	63.06	64.46	67.95	66.52	75.67	86.62	88.44	90.78	97.43	96.7	100	103.04	104.09	105.94	109.27	105.33	109.12	104.73	107.67	112.97	115.41	119.12	126.88	136.57	147.4	150.52	151.66	158.56	158.57	164.35
ATNHPIUS13275A	Thomas County, GA	13275												65.24	64.94	67.33	69.95	72.71	71.98	72.03	73.12	77.5	81.66	84.02	89.64	93.68	97.87	100	107.4	111.94	114.47	123.44	133.33	151.0	159.34	163.89	155.66	144.06	132.79	124.78	125.91	129.16	134.29	135.06	141.99	147.84	151.35
ATNHPIUS53067A	Thurston County, WA	53067	24.94	26.99	29.15	34.11	39.17	40.61	41.08	41.2	43.04	44.6	45.41	47.18	48.05	49.82	54.61	61.97	69.32	74.12	79.79	83.89	87.8	89.67	92.55	94.86	96.75	100	104.97	109.16	113.5	125.94	149.8	174.21	182.75	180.41	168.34	157.16	145.46	137.65	138.5	144.39	152.44	163.91	179.24	198.64	212.89
ATNHPIUS13277A	Tift County, GA	13277												60.57	61.77	65.97	65.22	70.04	69.12	71.81	74.55	77.4	80.89	85.38	90.34	93.15	96.56	100	103.28	105.25	108.28	109.6	118.43	125.91	127.93	125.45	125.91	119.85	112.93	110.51	114.1	116.85	116.62	119.29	118.87	121.85	128.45
ATNHPIUS41057A	Tillamook County, OR	41057												39.43	38.48	42.02	43.54	47.99	54.93	59.19	64.45	70.53	81.19	85.13	91.53	95.36	97.32	100	104.66	108.06	109.97	118.3	135.85	162.61	179.39	178.53	165.02	150.99	136.92	132.26	137.29	138.42	146.68	156.44	168.26	182.13	192.62
ATNHPIUS42117A	Tioga County, PA	42117																			76.59	78.76	83.81	87.63	93.83	92.55	93.35	100	102.14	107.45	110.25	114.12	121.66	124.91	133.88	135.94	138.13	147.16	151.61	158.42	155.65	150.29	153.62	157.68	156.22	157.5	164.75
ATNHPIUS36107A	Tioga County, NY	36107											80.03	91.19	97.99	98.41	102.19	100.87	102.88	102.97	100.68	96.72	91.53	89.95	91.93	96.15	98.42	100	103.59	112.72	114.36	118.18	130.21	142.23	153.98	154.7	157.31	155.6	152.18	150.75	152.25	152.07	152.1	145.03	153.11	162.26	164.53
ATNHPIUS28139A	Tippah County, MS	28139																								89.43	94.41	100	101.17	102.4	103.86	108.03	109.06	116.42	119.59	123.69	127.2	115.42	118.82	119.76	117.22	126.12	128.05	125.5	130.36	130.82	134.1
ATNHPIUS18157A	Tippecanoe County, IN	18157		43.86	42.23	45.1	47.81	51.2	54.21	53.1	54.24	53.9	53.7	55.2	59.06	63.43	67.34	71.01	73.99	76.47	78.8	82.79	87.06	90.69	93.64	95.6	97.63	100	102.9	103.72	104.05	104.66	104.99	105.48	105.17	105.49	105.03	103.43	101.1	101.22	102.18	104.08	108.55	112.13	118.02	124.76	133.24
ATNHPIUS47167A	Tipton County, TN	47167																	72.03	74.7	73.59	78.35	84.33	84.78	91.75	91.45	95.83	100	102.77	104.32	106.05	108.58	114.88	120.69	124.4	122.26	120.36	115.38	109.61	106.54	107.95	111.75	114.99	114.94	119.25	123.94	131.83
ATNHPIUS18159A	Tipton County, IN	18159												52.94	53.25	54.48	62.9	61.44	61.7	64.03	64.99	67.47	78.38	82.38	88.31	90.08	94.78	100	104.08	105.94	107.43	108.24	111.5	111.07	111.89	108.92	105.88	100.37	98.43	97.07	98.16	105.47	101.74	109.02	113.97	116.32	122.94
ATNHPIUS28141A	Tishomingo County, MS	28141																						83.42	91.59	94.48	98.42	100	104.54	108.81	107.0	109.69	113.3	120.61	121.7	129.92	124.07	124.34	123.63	123.58	123.0	127.22	135.27	132.6	127.85	139.11	147.49
ATNHPIUS48449A	Titus County, TX	48449																	71.55	78.54	81.85	85.0	87.59	97.07	86.15	92.78	97.95	100	100.84	109.89	114.22	116.82	127.38	133.03	138.91	145.91	140.48	142.44	142.15	139.39	139.38	138.68	140.48	148.41	147.87	161.53	167.76
ATNHPIUS27153A	Todd County, MN	27153																							89.02	95.0	98.1	100	115.5	119.9	129.04	139.52	150.72	160.95	162.96	159.17	154.58	142.33	135.68	133.59	134.77	133.06	137.56	142.18	147.05	156.93	164.33
ATNHPIUS09013A	Tolland County, CT	9013			27.45	34.96	42.78	41.86	48.61	47.71	51.04	54.96	61.68	71.06	85.86	103.03	103.98	100.49	94.3	92.16	88.73	86.44	86.08	85.95	85.93	89.65	92.66	100	106.35	113.33	119.42	132.39	146.2	154.39	156.09	152.96	143.32	140.03	134.8	131.1	129.61	128.98	130.18	130.14	131.46	133.22	135.95
ATNHPIUS48451A	Tom Green County, TX	48451	39.06	43.29	47.17	55.1	60.76	68.47	84.22	85.88	87.2	88.64	84.2	83.27	83.15	81.0	79.53	78.95	80.26	82.8	85.58	87.18	90.16	92.5	93.09	96.34	98.12	100	105.26	109.14	111.32	114.63	123.51	135.98	144.53	150.34	152.57	152.94	152.18	156.25	168.5	177.61	182.05	186.28	192.02	198.61	211.61
ATNHPIUS36109A	Tompkins County, NY	36109		33.67	37.94	39.9	43.42	44.22	44.87	49.12	52.71	55.68	62.48	68.69	76.33	88.27	93.71	95.23	95.95	96.11	96.24	95.19	91.0	91.69	93.73	95.17	97.07	100	105.93	110.03	116.54	128.92	146.83	154.65	157.17	162.37	163.13	161.01	162.34	163.1	164.96	175.64	177.29	186.11	193.3	193.12	192.7
ATNHPIUS49045A	Tooele County, UT	49045												53.15	51.18	49.37	53.58	52.05	54.35	55.52	59.58	66.49	79.6	85.63	93.56	98.49	99.12	100	102.89	101.6	101.01	101.39	106.81	124.49	142.66	144.22	132.33	120.34	111.67	110.65	116.38	123.78	128.83	137.34	149.31	167.48	182.03
ATNHPIUS30101A	Toole County, MT	30101																								97.87	102.02	100	103.7	109.9	108.45	109.03	123.1	130.93	138.84	140.5	138.76	146.65	154.12	156.74	162.45	167.44	176.57	168.33	181.07	187.35	184.11
ATNHPIUS13279A	Toombs County, GA	13279												72.97	76.69	81.74	78.33	78.36	77.75	79.8	80.63	76.33	84.15	88.65	94.26	93.22	102.34	100	109.25	111.84	115.23	127.22	128.89	137.42	144.28	152.77	146.34	143.52	142.7	130.95	134.58	135.52	135.67	138.62	140.41	144.0	153.88
ATNHPIUS35057A	Torrance County, NM	35057																								93.6	102.27	100	101.97	102.82	103.21	109.38	115.62	128.94	140.12	138.41	131.06	126.94	113.18	95.57	113.24	96.13	122.38	96.43	128.33	0.0	122.27
ATNHPIUS13281A	Towns County, GA	13281																			63.05	67.03	73.6	73.7	81.51	83.64	89.95	100	105.12	110.98	113.03	124.32	130.91	145.0	149.08	145.27	137.73	119.42	113.03	110.46	108.8	105.24	106.41	114.1	118.88	123.99	135.02
ATNHPIUS38097A	Traill County, ND	38097																								92.67	94.29	100	101.29	102.62	103.22	111.3	124.09	135.42	132.72	137.54	144.42	138.1	143.64	145.57	144.6	162.08	165.62	178.89	182.1	179.7	197.74
ATNHPIUS37175A	Transylvania County, NC	37175												55.61	55.31	62.39	60.73	63.38	65.11	67.54	71.22	69.14	76.03	79.44	82.16	88.95	94.11	100	107.1	111.02	114.98	119.8	124.13	141.72	150.1	149.08	146.2	137.0	132.39	129.21	124.63	124.42	131.73	143.32	147.5	158.23	168.1
ATNHPIUS48453A	Travis County, TX	48453	25.23	26.47	29.48	33.88	39.86	44.46	48.8	53.3	57.36	64.86	71.2	71.02	65.42	57.36	53.71	53.37	56.25	60.31	65.82	70.85	73.23	75.56	76.84	80.23	86.72	100	108.34	109.45	109.65	110.54	117.2	127.99	139.69	145.03	142.7	140.89	139.49	143.16	155.73	175.87	190.16	205.82	220.56	233.55	247.28
ATNHPIUS55121A	Trempealeau County, WI	55121																					73.74	79.69	83.11	86.28	93.05	100	102.26	105.97	107.92	116.0	128.01	132.96	135.32	133.63	131.68	128.32	129.91	128.8	131.11	132.39	134.44	140.11	147.22	151.98	157.58
ATNHPIUS21221A	Trigg County, KY	21221																						83.98	96.96	94.95	98.77	100	106.34	107.02	111.63	114.75	126.92	128.29	136.95	138.35	138.73	136.01	133.61	132.94	129.55	131.79	127.31	132.92	131.44	146.14	146.26
ATNHPIUS21223A	Trimble County, KY	21223																								83.13	88.56	100	100.43	99.62	100.23	101.65	107.68	110.55	114.06	113.04	113.95	105.55	106.73	105.45	106.51	111.16	108.76	115.57	114.47	113.06	119.49
ATNHPIUS13285A	Troup County, GA	13285					51.37	53.81	61.07	61.06	61.65	61.93	61.36	67.47	71.79	71.15	73.02	73.95	74.13	74.51	74.74	75.8	79.38	83.07	87.28	90.23	95.37	100	106.31	109.52	113.17	116.25	122.88	128.63	133.45	133.94	130.53	119.21	108.89	104.6	105.37	110.42	111.42	117.25	118.69	128.46	132.1
ATNHPIUS47169A	Trousdale County, TN	47169																								92.01	96.86	100	105.83	104.35	107.72	109.08	116.44	122.78	138.68	136.75	127.97	119.61	123.38	123.39	120.7	132.02	126.04	145.19	155.33	183.11	184.32
ATNHPIUS39155A	Trumbull County, OH	39155					52.91	53.6	0.0	0.0	55.63	59.65	57.45	58.9	59.33	63.34	65.39	65.87	69.8	71.76	74.86	78.17	82.8	87.54	92.46	94.68	97.7	100	103.18	103.96	104.55	107.64	110.57	109.85	107.5	105.21	101.48	95.91	91.79	88.76	89.34	93.08	92.27	97.07	100.95	104.97	106.51
ATNHPIUS06107A	Tulare County, CA	6107	29.41	31.97	38.5	47.96	54.53	58.49	61.98	64.94	64.28	65.35	65.99	68.31	69.73	71.52	77.12	85.01	91.99	95.49	97.2	96.36	96.22	96.86	96.33	99.28	99.26	100	106.64	112.91	122.18	150.38	196.69	224.13	213.33	176.07	141.85	130.86	120.85	119.68	130.43	147.45	155.84	165.39	178.12	188.82	197.11
ATNHPIUS40143A	Tulsa County, OK	40143	35.61	40.12	43.05	52.17	60.8	67.9	72.78	80.2	81.66	76.95	76.35	75.61	72.41	68.78	69.69	70.21	71.46	73.01	75.3	77.56	80.13	82.88	85.89	89.98	94.44	100	104.75	107.76	109.47	111.73	114.21	118.07	122.5	124.27	124.45	124.06	120.63	120.91	122.13	125.35	130.14	134.08	139.35	143.55	149.77
ATNHPIUS06109A	Tuolumne County, CA	6109			31.88	36.65	40.88	49.79	51.76	50.06	52.49	54.01	54.99	57.47	58.71	63.06	71.36	82.16	88.74	90.52	90.69	89.16	85.5	85.51	85.96	89.28	92.01	100	113.07	125.94	139.47	162.58	198.39	217.52	213.65	190.9	160.31	139.84	124.78	121.23	127.78	139.89	148.23	157.18	169.92	177.46	186.94
ATNHPIUS46125A	Turner County, SD	46125																					81.08	85.31	90.6	92.37	97.7	100	105.7	107.42	114.02	119.65	127.78	141.04	140.83	144.88	145.81	145.58	141.87	139.26	148.03	155.65	165.44	176.61	188.25	197.26	220.37
ATNHPIUS13287A	Turner County, GA	13287																								87.36	88.46	100	102.66	106.12	105.46	110.94	116.79	125.01	126.08	131.17	124.78	120.75	113.43	110.02	105.44	125.24	98.97	119.5	128.27	92.65	135.05
ATNHPIUS01125A	Tuscaloosa County, AL	1125					45.53	54.35	0.0	53.11	43.04	53.76	57.49	59.06	61.88	63.85	67.07	68.76	71.84	73.54	75.5	80.24	85.02	90.35	93.4	96.25	98.09	100	105.16	106.94	110.06	113.27	120.51	128.48	131.59	133.56	132.04	129.1	125.36	126.25	127.77	127.19	128.69	131.58	135.65	140.1	146.81
ATNHPIUS39157A	Tuscarawas County, OH	39157			39.1	45.78	52.18	60.33	49.7	0.0	55.08	59.94	52.36	54.93	56.57	57.91	63.07	63.48	67.37	68.62	71.63	77.67	82.49	86.25	91.39	94.86	97.84	100	104.98	106.92	108.14	111.22	115.14	116.13	114.12	112.9	112.11	107.24	105.05	103.82	106.98	111.34	114.21	119.14	122.1	127.01	131.19
ATNHPIUS26157A	Tuscola County, MI	26157				39.06	45.27	48.2	0.0	0.0	40.91	46.89	47.52	49.82	49.08	52.65	53.98	56.48	58.69	61.22	61.21	65.47	71.59	76.38	82.44	88.15	92.65	100	103.95	107.59	108.49	111.86	115.6	116.5	111.47	103.8	96.7	86.99	84.98	82.17	83.1	84.97	89.6	92.87	96.43	104.5	113.71
ATNHPIUS16083A	Twin Falls County, ID	16083			42.57	46.75	50.26	50.64	41.38	43.17	54.85	52.67	53.91	56.62	59.41	56.29	65.24	66.51	70.55	75.68	81.04	83.9	90.82	93.03	96.54	99.22	99.89	100	103.69	105.41	107.26	110.63	123.58	141.73	151.52	150.03	146.6	133.28	122.11	120.87	126.54	129.54	139.21	146.04	154.63	170.34	186.61
ATNHPIUS56041A	Uinta County, WY	56041								84.78	85.4	84.99	81.62	78.37	73.39	47.41	55.57	57.1	62.8	71.11	74.27	80.9	87.9	92.9	94.64	97.37	99.86	100	105.55	109.74	114.13	121.86	138.47	168.12	192.68	200.97	186.6	177.55	170.25	169.92	177.68	176.14	177.06	186.57	178.24	191.86	202.37
